country,region,sub-region,retail-and-recreation,grocery-and-pharmacy,parks,transit-stations,workplaces,residential
US,Texas,Shelby County,-29,-3,,,-27,
US,Texas,Sherman County,,,,0,,
US,Texas,Smith County,-52,-28,-21,-36,-34,13
US,Texas,Somervell County,-37,-6,,,-34,
US,Texas,Starr County,-54,-31,-57,,-29,25
US,Texas,Stephens County,-32,,,,-19,
US,Texas,Sutton County,-53,-29,,,,
US,Texas,Swisher County,,-4,,,-29,
US,Texas,Tarrant County,-48,-20,-16,-71,-36,13
US,Texas,Taylor County,-34,-14,,-7,-25,9
US,Texas,Terry County,-18,-19,,,-14,
US,Texas,Titus County,-28,2,,,-21,11
US,Texas,Tom Green County,-46,-18,18,,-26,10
US,Texas,Travis County,-54,-29,-19,-72,-44,15
US,Texas,Trinity County,-42,9,,,-26,
US,Texas,Tyler County,-45,11,,,-32,
US,Texas,Upshur County,-24,2,,,-31,15
US,Texas,Upton County,,-21,,,,
US,Texas,Uvalde County,-43,-31,,,-28,
US,Texas,Val Verde County,-55,-35,-53,,-32,21
US,Texas,Van Zandt County,-33,-16,7,-18,-25,13
US,Texas,Victoria County,-41,-23,-39,-49,-27,10
US,Texas,Walker County,-42,-17,-1,-42,-27,15
US,Texas,Waller County,-30,-22,,-22,-33,20
US,Texas,Ward County,-34,-16,,35,-15,
US,Texas,Washington County,-25,-14,,,-27,-2
US,Texas,Webb County,-55,-38,-78,-43,-35,16
US,Texas,Wharton County,-25,-36,,-36,-20,15
US,Texas,Wheeler County,-41,,,,,
US,Texas,Wichita County,-50,-30,-11,-24,-32,11
US,Texas,Wilbarger County,-20,-12,,-17,-9,
US,Texas,Willacy County,-51,-36,,,-34,
US,Texas,Williamson County,-49,-29,-14,-41,-43,14
US,Texas,Wilson County,-33,-55,-20,,-32,19
US,Texas,Winkler County,-29,-23,,75,-14,
US,Texas,Wise County,-27,-11,8,-16,-31,15
US,Texas,Wood County,-21,7,,,-28,12
US,Texas,Yoakum County,-39,-12,,,-30,
US,Texas,Young County,-18,-4,,,-28,
US,Texas,Zapata County,-42,-19,,,-44,
US,Texas,Zavala County,-49,-25,,,-31,
US,Utah,Beaver County,-58,,,-26,-23,
US,Utah,Box Elder County,-28,-24,13,-5,-36,15
US,Utah,Cache County,-33,-3,66,-7,-39,10
US,Utah,Carbon County,-22,2,,,-30,
US,Utah,Davis County,-39,-1,48,-15,-41,10
US,Utah,Duchesne County,-25,1,,,-11,
US,Utah,Emery County,-45,6,,,-16,
US,Utah,Garfield County,,,13,,,
US,Utah,Grand County,-48,-1,-18,,-22,
US,Utah,Iron County,-43,-49,,-16,-38,16
US,Utah,Juab County,-32,-15,,-13,-23,
US,Utah,Kane County,-25,-6,21,,-33,
US,Utah,Millard County,-23,72,,,-14,
US,Utah,Morgan County,-31,-13,,,-42,
US,Utah,Salt Lake County,-46,-16,16,-62,-38,11
US,Utah,San Juan County,-21,60,-7,,-33,
US,Utah,Sanpete County,-4,0,,,-36,
US,Utah,Sevier County,-19,2,,-9,-25,
US,Utah,Summit County,-84,-65,-47,-59,-76,6
US,Utah,Tooele County,-22,-11,,-18,-30,11
US,Utah,Uintah County,-18,-4,-20,,-37,5
US,Utah,Utah County,-36,-11,54,13,-50,11
US,Utah,Wasatch County,-48,-30,-6,,-60,4
US,Utah,Washington County,-38,-10,-2,-22,-39,9
US,Utah,Weber County,-32,-17,76,-8,-31,8
US,Vermont,Addison County,-55,-38,,,-35,6
US,Vermont,Bennington County,-62,-29,-23,,-40,8
US,Vermont,Caledonia County,-67,-44,,,-30,2
US,Vermont,Chittenden County,-61,-53,-50,-57,-46,14
US,Vermont,Essex County,,,,,-37,
US,Vermont,Franklin County,-52,-27,,,-28,22
US,Vermont,Grand Isle County,,,,-60,-49,
US,Vermont,Lamoille County,-79,-45,,-40,-58,
US,Vermont,Orange County,-73,-33,,-66,-31,1
US,Vermont,Orleans County,-52,-31,-46,,-32,0
US,Vermont,Rutland County,-59,-33,,-77,-47,21
US,Vermont,Washington County,-65,-45,,,-41,23
US,Vermont,Windham County,-76,-43,-38,,-47,15
US,Vermont,Windsor County,-67,-50,-63,-60,-49,22
US,Virginia,Accomack County,-30,-18,,,-26,13
US,Virginia,Albemarle County,-50,-30,36,-55,-47,23
US,Virginia,Alexandria,-54,-22,49,-58,-44,16
US,Virginia,Alleghany County,-32,,,-12,-23,
US,Virginia,Amelia County,-31,-18,,,-35,
US,Virginia,Amherst County,-9,-7,,,-23,8
US,Virginia,Appomattox County,-20,2,,,-30,
US,Virginia,Arlington County,-62,-32,8,-82,-50,16
US,Virginia,Augusta County,-39,-16,-22,52,-22,8
US,Virginia,Bath County,,,-70,,,
US,Virginia,Bedford County,-27,-8,,,-34,14
US,Virginia,Bland County,,,,-19,-32,
US,Virginia,Botetourt County,-59,-11,,-20,-44,14
US,Virginia,Bristol,-20,-12,,,-32,
US,Virginia,Brunswick County,-37,,,-50,-11,
US,Virginia,Buchanan County,-18,6,,,-29,
US,Virginia,Buckingham County,-7,-3,,,-22,
US,Virginia,Buena Vista,-31,-14,,,-38,
US,Virginia,Campbell County,-26,-13,,,-33,13
US,Virginia,Caroline County,-42,-20,-70,-37,-26,17
US,Virginia,Carroll County,-15,12,,-16,-19,4
US,Virginia,Charles City County,,,,,-34,
US,Virginia,Charlotte County,-20,20,,,-28,
US,Virginia,Charlottesville,-68,-30,-39,-58,-49,15
US,Virginia,Chesapeake,-35,-18,35,-18,-36,9
US,Virginia,Chesterfield County,-40,-21,27,-19,-39,10
US,Virginia,Clarke County,-43,-19,,,-36,
US,Virginia,Colonial Heights,-46,-26,,,-34,
US,Virginia,Covington,-27,-9,,,-26,
US,Virginia,Craig County,,,,,-24,
US,Virginia,Culpeper County,-33,-12,,,-28,16
US,Virginia,Cumberland County,-62,-24,,,-28,
US,Virginia,Danville,-35,-9,,-14,-35,11
US,Virginia,Dickenson County,-14,-11,,,-29,
US,Virginia,Dinwiddie County,35,-29,,,-24,14
US,Virginia,Emporia,-41,-6,,-20,-16,
US,Virginia,Essex County,-18,10,,,-28,
US,Virginia,Fairfax County,-49,-24,15,-46,-46,15
US,Virginia,Fairfax,-65,-40,-26,,-51,3
US,Virginia,Falls Church,-70,-39,,,-74,
US,Virginia,Fauquier County,-29,-34,,,-32,20
US,Virginia,Floyd County,-32,9,,,-29,
US,Virginia,Fluvanna County,-79,-31,,,-34,-1
US,Virginia,Franklin County,-16,-7,,,-28,13
US,Virginia,Franklin,-11,22,,-14,-25,
US,Virginia,Frederick County,-37,-26,-7,-33,-29,13
US,Virginia,Fredericksburg,-51,-29,10,-67,-39,0
US,Virginia,Galax,-26,15,,,-32,
US,Virginia,Giles County,-19,0,,,-16,
US,Virginia,Gloucester County,-27,12,,,-26,15
US,Virginia,Goochland County,-43,-22,,,-38,
US,Virginia,Grayson County,,,,,-18,
US,Virginia,Greene County,-18,-15,,,-33,
US,Virginia,Greensville County,,,,-24,-18,
US,Virginia,Halifax County,-24,-11,,,-28,12
US,Virginia,Hampton,-34,-6,117,-8,-32,10
US,Virginia,Hanover County,-37,-23,,-25,-38,20
US,Virginia,Harrisonburg,-51,-20,,-24,-36,16
US,Virginia,Henrico County,-42,-22,28,-71,-36,11
US,Virginia,Henry County,-17,-9,,,-28,11
US,Virginia,Hopewell,-31,-4,,,-29,11
US,Virginia,Isle of Wight County,-26,-11,,,-33,18
US,Virginia,James City County,-59,-2,-2,,-47,19
US,Virginia,King and Queen County,,,,,-29,
US,Virginia,King George County,-31,-37,,-28,-31,0
US,Virginia,King William County,-13,-7,,,-20,
US,Virginia,Lancaster County,-9,-2,,,-25,
US,Virginia,Lee County,-18,10,,,-13,
US,Virginia,Lexington,-61,-14,,,,
US,Virginia,Loudoun County,-50,-24,-11,-80,-44,15
US,Virginia,Louisa County,-22,-13,,,-32,17
US,Virginia,Lunenburg County,,-2,,,-29,
US,Virginia,Lynchburg,-45,-18,,-9,-35,9
US,Virginia,Madison County,-53,-34,,,-36,
US,Virginia,Manassas Park,-49,-6,,,-33,
US,Virginia,Manassas,-35,-16,,-41,-34,19
US,Virginia,Martinsville,-36,1,,,-35,
US,Virginia,Mathews County,-64,-2,,,-33,
US,Virginia,Mecklenburg County,-23,1,2,-26,-16,5
US,Virginia,Middlesex County,-44,12,,,-31,
US,Virginia,Montgomery County,-53,-18,,-26,-35,9
US,Virginia,Nelson County,-42,1,,,-38,
US,Virginia,New Kent County,-22,-5,,-40,-41,
US,Virginia,Newport News,-37,-10,55,-32,-31,9
US,Virginia,Norfolk,-36,-8,37,-56,-31,9
US,Virginia,Northampton County,-32,-22,,,-14,
US,Virginia,Northumberland County,-31,-18,,,-24,
US,Virginia,Norton,-29,,,,,
US,Virginia,Nottoway County,-30,38,,,-11,
US,Virginia,Orange County,-25,-15,,,-23,11
US,Virginia,Page County,-14,3,-17,,-33,
US,Virginia,Patrick County,-18,25,,,-17,
US,Virginia,Petersburg,-23,-9,,-20,-25,13
US,Virginia,Pittsylvania County,-15,-9,,,-31,12
US,Virginia,Poquoson,-16,-9,,,-44,
US,Virginia,Portsmouth,-20,-10,53,3,-34,9
US,Virginia,Powhatan County,-26,-28,,,-37,8
US,Virginia,Prince Edward County,-35,-19,,,-32,
US,Virginia,Prince George County,-29,-31,,-32,-28,17
US,Virginia,Prince William County,-45,-22,30,-27,-40,13
US,Virginia,Pulaski County,-13,1,,,-31,13
US,Virginia,Radford,-59,-11,,,-33,
US,Virginia,Rappahannock County,,,,,-28,
US,Virginia,Richmond County,-34,-25,,,-19,
US,Virginia,Richmond,-47,-11,83,-19,-37,10
US,Virginia,Roanoke County,-29,-15,,,-40,10
US,Virginia,Roanoke,-44,-7,49,-43,-33,8
US,Virginia,Rockbridge County,-28,,,-20,-27,
US,Virginia,Rockingham County,-29,-10,-7,-22,-27,9
US,Virginia,Russell County,-22,-14,,,-15,
US,Virginia,Salem,-33,-5,,,-30,-1
US,Virginia,Scott County,-18,-2,,,-26,
US,Virginia,Shenandoah County,-27,-10,,-22,-32,16
US,Virginia,Smyth County,-21,2,,,-14,4
US,Virginia,Southampton County,-27,4,,,-29,
US,Virginia,Spotsylvania County,-42,-17,,,-40,10
US,Virginia,Stafford County,-32,-29,99,,-40,12
US,Virginia,Staunton,-33,-15,,,-32,0
US,Virginia,Suffolk,-32,-7,-16,-9,-29,9
US,Virginia,Surry County,,,,,-36,
US,Virginia,Sussex County,-38,18,,-48,-17,
US,Virginia,Tazewell County,-22,6,,,-30,10
US,Virginia,Virginia Beach,-37,-13,38,-3,-36,9
US,Virginia,Warren County,-23,-11,,,-32,18
US,Virginia,Washington County,-42,-11,,-26,-24,11
US,Virginia,Waynesboro,-32,-12,,,-21,-1
US,Virginia,Westmoreland County,-32,20,,,-31,
US,Virginia,Williamsburg,-63,-41,,,-48,
US,Virginia,Winchester,-51,-16,-37,,-33,9
US,Virginia,Wise County,-11,4,,,-20,6
US,Virginia,Wythe County,-39,-17,,-4,-26,-2
US,Virginia,York County,-31,-20,31,,-43,23
US,Washington,Adams County,-31,4,,-31,-27,
US,Washington,Asotin County,-33,,,,-31,7
US,Washington,Benton County,-47,-23,3,-12,-39,10
US,Washington,Chelan County,-43,-20,-15,-27,-43,18
US,Washington,Clallam County,-42,-27,-20,-29,-35,18
US,Washington,Clark County,-46,-28,-3,-38,-41,13
US,Washington,Cowlitz County,-40,-20,-23,-34,-35,11
US,Washington,Douglas County,-53,-19,,-39,-40,17
US,Washington,Ferry County,,,,,-40,
US,Washington,Franklin County,-35,-15,-16,-59,-33,12
US,Washington,Grant County,-36,-8,10,-46,-29,8
US,Washington,Grays Harbor County,-40,-18,-16,-26,-37,14
US,Washington,Island County,-34,-25,-12,-53,-42,21
US,Washington,Jefferson County,-62,-31,-9,-58,-40,2
US,Washington,King County,-57,-30,0,-66,-47,15
US,Washington,Kitsap County,-45,-27,12,-62,-43,12
US,Washington,Kittitas County,-56,-32,-43,-22,-45,19
US,Washington,Klickitat County,-56,-3,,,-36,
US,Washington,Lewis County,-49,-21,-37,-32,-34,11
US,Washington,Lincoln County,,,,,-37,
US,Washington,Mason County,-28,-25,1,,-38,20
US,Washington,Okanogan County,-29,2,,,-37,9
US,Washington,Pacific County,-56,-24,-27,,-41,
US,Washington,Pend Oreille County,-67,-6,,,-41,
US,Washington,Pierce County,-46,-22,-17,-31,-39,12
US,Washington,San Juan County,-61,-32,,-43,-45,
US,Washington,Skagit County,-47,-25,0,-51,-42,12
US,Washington,Skamania County,-65,,-57,,-40,
US,Washington,Snohomish County,-47,-30,-2,-48,-45,14
US,Washington,Spokane County,-44,-20,9,-45,-38,11
US,Washington,Stevens County,-30,-7,0,,-33,16
US,Washington,Thurston County,-47,-28,-32,-36,-38,12
US,Washington,Walla Walla County,-42,-21,,-47,-40,18
US,Washington,Whatcom County,-57,-34,-11,-69,-44,13
US,Washington,Whitman County,-46,-25,,,-47,23
US,Washington,Yakima County,-36,-13,0,-21,-33,9
US,West Virginia,Barbour County,-47,-9,,,-16,
US,West Virginia,Berkeley County,-35,-20,-9,-55,-32,9
US,West Virginia,Boone County,-40,-13,,,-20,
US,West Virginia,Braxton County,-31,,,-30,-38,
US,West Virginia,Brooke County,-31,-10,,,-24,
US,West Virginia,Cabell County,-47,-20,,-37,-34,9
US,West Virginia,Fayette County,-21,-9,,,-26,7
US,West Virginia,Grant County,-51,9,,,-25,
US,West Virginia,Greenbrier County,-40,-16,,,-41,0
US,West Virginia,Hampshire County,-26,-1,,,-20,
US,West Virginia,Hancock County,-37,-1,,,-32,10
US,West Virginia,Hardy County,-29,-13,,,-23,
US,West Virginia,Harrison County,-43,-18,-24,-47,-31,19
US,West Virginia,Jackson County,-33,-32,,-11,-33,
US,West Virginia,Jefferson County,-39,-39,17,,-43,20
US,West Virginia,Kanawha County,-44,-14,-2,-43,-33,8
US,West Virginia,Lewis County,-33,-7,,,-40,
US,West Virginia,Lincoln County,,,,,-39,
US,West Virginia,Logan County,-32,-16,,,-24,
US,West Virginia,Marion County,-38,-21,,,-34,20
US,West Virginia,Marshall County,-29,-18,,,-27,1
US,West Virginia,Mason County,-36,-8,,,-28,
US,West Virginia,McDowell County,,-13,,,-18,
US,West Virginia,Mercer County,-44,-16,-36,-30,-35,15
US,West Virginia,Mineral County,-28,-4,,,-24,-2
US,West Virginia,Mingo County,-63,,,,-37,
US,West Virginia,Monongalia County,-48,-23,60,-35,-44,25
US,West Virginia,Monroe County,,,,,-32,
US,West Virginia,Morgan County,-38,-19,,,-34,
US,West Virginia,Nicholas County,-28,-12,,,-30,
US,West Virginia,Ohio County,-40,11,-34,-19,-38,16
US,West Virginia,Pleasants County,-50,,,,-40,
US,West Virginia,Pocahontas County,-74,,4,,-55,
US,West Virginia,Preston County,-36,-5,,,-25,
US,West Virginia,Putnam County,-33,-16,,-9,-41,21
US,West Virginia,Raleigh County,-42,-24,,-35,-37,15
US,West Virginia,Randolph County,-27,-9,,,-17,
US,West Virginia,Ritchie County,-49,,,,-45,
US,West Virginia,Roane County,-25,,,,-42,
US,West Virginia,Summers County,4,,,,-39,
US,West Virginia,Taylor County,-13,-32,,,-41,
US,West Virginia,Tucker County,,-14,,,-37,
US,West Virginia,Tyler County,,,,,-29,
US,West Virginia,Upshur County,-28,-24,,,-25,
US,West Virginia,Wayne County,-1,-10,,,-28,0
US,West Virginia,Webster County,,,,,-38,
US,West Virginia,Wetzel County,-39,-15,,,-31,
US,West Virginia,Wood County,-40,-12,-21,,-31,9
US,West Virginia,Wyoming County,-66,,,,-32,
US,Wisconsin,Adams County,-62,-16,,,-36,
US,Wisconsin,Ashland County,-54,-44,,,-37,
US,Wisconsin,Barron County,-47,-38,,,-31,17
US,Wisconsin,Bayfield County,-69,-33,,,-37,
US,Wisconsin,Brown County,-56,-31,-26,-77,-31,13
US,Wisconsin,Buffalo County,-74,-12,,,-26,
US,Wisconsin,Burnett County,-62,-24,,,-34,
US,Wisconsin,Calumet County,-71,-29,193,,-33,25
US,Wisconsin,Chippewa County,-52,-34,,,-28,19
US,Wisconsin,Clark County,-79,-29,,,-25,16
US,Wisconsin,Columbia County,-54,-29,,-37,-31,21
US,Wisconsin,Crawford County,-44,-26,,,-19,
US,Wisconsin,Dane County,-68,-38,-25,-67,-43,15
US,Wisconsin,Dodge County,-48,-32,-9,,-21,13
US,Wisconsin,Door County,-54,-28,,,-33,-2
US,Wisconsin,Douglas County,-54,-40,,,-33,20
US,Wisconsin,Dunn County,-49,-35,,-14,-32,19
US,Wisconsin,Eau Claire County,-59,-35,-22,-36,-32,14
US,Wisconsin,Florence County,-73,,,,,
US,Wisconsin,Fond du Lac County,-54,-36,-13,-21,-31,12
US,Wisconsin,Forest County,-84,,,,-40,
US,Wisconsin,Grant County,-47,-24,,,-27,19
US,Wisconsin,Green County,-53,-22,,,-31,22
US,Wisconsin,Green Lake County,-36,-22,,,-25,
US,Wisconsin,Iowa County,-54,-44,,,-35,2
US,Wisconsin,Iron County,-86,,,,-42,
US,Wisconsin,Jackson County,-50,-19,,-12,-38,
US,Wisconsin,Jefferson County,-52,-28,-11,-62,-30,14
US,Wisconsin,Juneau County,-64,-33,,-29,-32,13
US,Wisconsin,Kenosha County,-61,-33,-23,-56,-34,12
US,Wisconsin,Kewaunee County,-57,-17,,,-23,
US,Wisconsin,La Crosse County,-56,-28,-4,-38,-35,13
US,Wisconsin,Lafayette County,-85,-7,,,-22,
US,Wisconsin,Langlade County,-46,-30,,,-24,
US,Wisconsin,Lincoln County,-50,-36,,,-32,13
US,Wisconsin,Manitowoc County,-51,-19,11,,-21,15
US,Wisconsin,Marathon County,-54,-32,-50,,-32,13
US,Wisconsin,Marinette County,-49,-25,-15,,-25,15
US,Wisconsin,Marquette County,-65,-25,,,-27,
US,Wisconsin,Milwaukee County,-55,-28,-9,-57,-38,13
US,Wisconsin,Monroe County,-46,-33,,-17,-26,19
US,Wisconsin,Oconto County,-69,-22,-58,,-25,16
US,Wisconsin,Oneida County,-54,-47,-50,,-32,17
US,Wisconsin,Outagamie County,-61,-35,-41,-62,-33,13
US,Wisconsin,Ozaukee County,-59,-35,11,,-37,27
US,Wisconsin,Pepin County,-64,,,,-29,
US,Wisconsin,Pierce County,-73,-21,,,-35,23
US,Wisconsin,Polk County,-43,-26,-33,,-33,21
US,Wisconsin,Portage County,-52,-34,-18,,-38,22
US,Wisconsin,Price County,-67,-31,,,-33,
US,Wisconsin,Racine County,-52,-28,-11,-37,-32,12
US,Wisconsin,Richland County,-44,,,,-25,
US,Wisconsin,Rock County,-52,-30,-15,-36,-34,11
US,Wisconsin,Rusk County,-49,-39,,,-25,
US,Wisconsin,Sauk County,-66,-29,-30,-50,-48,22
US,Wisconsin,Sawyer County,-45,-37,,,-43,
US,Wisconsin,Shawano County,-48,-35,,,-33,19
US,Wisconsin,Sheboygan County,-47,-28,4,-23,-26,11
US,Wisconsin,St. Croix County,-53,-35,-21,-39,-34,24
US,Wisconsin,Taylor County,-50,-21,,,-2,
US,Wisconsin,Trempealeau County,-59,-28,,,-26,15
US,Wisconsin,Vernon County,-54,-28,,,-35,4
US,Wisconsin,Vilas County,-83,-28,-46,,-51,
US,Wisconsin,Walworth County,-49,-28,-33,,-39,12
US,Wisconsin,Washburn County,-37,-59,,,-39,
US,Wisconsin,Washington County,-49,-29,-22,-31,-36,13
US,Wisconsin,Waukesha County,-58,-35,-23,-44,-40,14
US,Wisconsin,Waupaca County,-50,-26,-25,,-24,19
US,Wisconsin,Waushara County,-56,-1,,,-35,4
US,Wisconsin,Winnebago County,-54,-32,-11,-41,-32,13
US,Wisconsin,Wood County,-43,-31,,,-31,15
US,Wyoming,Albany County,-42,-27,-4,1,-29,16
US,Wyoming,Big Horn County,-35,-7,,,-29,
US,Wyoming,Campbell County,-32,-2,,-7,-22,17
US,Wyoming,Carbon County,-30,-14,,-15,-35,
US,Wyoming,Converse County,-42,-3,,-35,-22,
US,Wyoming,Crook County,,,,,-38,
US,Wyoming,Fremont County,-31,-17,,,-27,15
US,Wyoming,Goshen County,-24,-17,,,-26,
US,Wyoming,Hot Springs County,-67,-22,-56,,,
US,Wyoming,Johnson County,-38,-2,,,-30,
US,Wyoming,Laramie County,-39,-20,26,-16,-28,10
US,Wyoming,Lincoln County,-30,-5,,,-35,
US,Wyoming,Natrona County,-36,-8,64,-29,-29,9
US,Wyoming,Park County,-35,10,,,-31,5
US,Wyoming,Platte County,-35,-5,,-43,-31,
US,Wyoming,Sheridan County,-34,7,,,-26,13
US,Wyoming,Sublette County,-70,-24,,,-36,
US,Wyoming,Sweetwater County,-33,-9,,6,-22,15
US,Wyoming,Teton County,-83,-50,-57,-80,-70,
US,Wyoming,Uinta County,-29,2,,1,-18,
US,Wyoming,Washakie County,-17,-7,,,-32,
US,Wyoming,Weston County,-57,-24,,,-34,
UY,,,-75,-45,-79,-71,-35,22
UY,,Artigas Department,-60,-45,-71,-77,-24,-3
UY,,Canelones Department,-74,-49,-77,-75,-31,20
UY,,Cerro Largo Department,-74,-43,-76,-73,-28,13
UY,,Colonia Department,-78,-51,-84,-90,-38,21
UY,,Durazno Department,-68,-39,-68,-79,-21,-2
UY,,Flores Department,-83,-38,-72,,-20,
UY,,Florida Department,-63,-37,-78,-70,-23,13
UY,,Lavalleja Department,-53,-35,-76,-69,-22,-2
UY,,Maldonado Department,-87,-65,-88,-86,-56,24
UY,,Montevideo Department,-73,-37,-72,-58,-37,23
UY,,Paysandú Department,-68,-22,-75,-78,-23,18
UY,,Rivera Department,-71,-33,-76,-67,-33,12
UY,,Rocha Department,-89,-75,-89,-90,-41,9
UY,,Río Negro Department,-72,-49,-82,-64,-27,-3
UY,,Salto Department,-71,-49,-74,-68,-30,17
UY,,San José Department,-60,-40,-78,-61,-23,19
UY,,Soriano Department,-67,-52,-78,,-28,13
UY,,Tacuarembó Department,-67,-43,-77,-76,-25,15
UY,,Treinta y Tres Department,-60,-24,-75,-55,-20,
VE,,,-62,-44,-57,-62,-25,16
VN,,,-52,-29,-33,-49,-20,16
YE,,,-8,-1,-9,-9,-5,5
ZA,,,-79,-60,-55,-80,-49,24
ZM,,,-21,-8,-6,-24,0,10
ZW,,,-2,24,-4,-6,14,13
